# Program:featureCounts v2.0.6; Command:"featureCounts" "-p" "-B" "-C" "-O" "-t" "gene" "-g" "locus_tag" "-a" "reference/S_aureus.gff" "-o" "counts/count.txt" "IGV/SRR20959676_GSM6435908_C-PJI04_Staphylococcus_aureus_RNA-Seq_sorted.bam" "IGV/SRR20959677_GSM6435907_C-PJI03_Staphylococcus_aureus_RNA-Seq_sorted.bam" "IGV/SRR20959678_GSM6435906_C-PJI02_Staphylococcus_aureus_RNA-Seq_sorted.bam" "IGV/SRR20959679_GSM6435905_C-PJI01_Staphylococcus_aureus_RNA-Seq_sorted.bam" "IGV/SRR20959680_GSM6435904_A-PJI04_Staphylococcus_aureus_RNA-Seq_sorted.bam" "IGV/SRR20959681_GSM6435903_A-PJI03_Staphylococcus_aureus_RNA-Seq_sorted.bam" "IGV/SRR20959682_GSM6435902_A-PJI02_Staphylococcus_aureus_RNA-Seq_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	IGV/SRR20959676_GSM6435908_C-PJI04_Staphylococcus_aureus_RNA-Seq_sorted.bam	IGV/SRR20959677_GSM6435907_C-PJI03_Staphylococcus_aureus_RNA-Seq_sorted.bam	IGV/SRR20959678_GSM6435906_C-PJI02_Staphylococcus_aureus_RNA-Seq_sorted.bam	IGV/SRR20959679_GSM6435905_C-PJI01_Staphylococcus_aureus_RNA-Seq_sorted.bam	IGV/SRR20959680_GSM6435904_A-PJI04_Staphylococcus_aureus_RNA-Seq_sorted.bam	IGV/SRR20959681_GSM6435903_A-PJI03_Staphylococcus_aureus_RNA-Seq_sorted.bam	IGV/SRR20959682_GSM6435902_A-PJI02_Staphylococcus_aureus_RNA-Seq_sorted.bam
SAOUHSC_02616	NC_007795.1	2405929	2406114	-	186	0	0	0	0	0	0	0
SAOUHSC_02618	NC_007795.1	2406098	2407330	-	1233	46	50	106	28	10	7	115
SAOUHSC_02619	NC_007795.1	2407323	2408222	-	900	5	7	8	0	0	1	17
SAOUHSC_02620	NC_007795.1	2408453	2409100	-	648	40	19	96	18	22	4	0
SAOUHSC_02621	NC_007795.1	2409499	2410107	+	609	56	4	8	16	12	12	15
SAOUHSC_02622	NC_007795.1	2410444	2411652	+	1209	0	0	16	0	2	2	19
SAOUHSC_02623	NC_007795.1	2411700	2412749	-	1050	150	17	15	52	82	33	161
SAOUHSC_02624	NC_007795.1	2412780	2413727	-	948	77	36	18	9	55	17	22
SAOUHSC_02625	NC_007795.1	2413824	2414315	+	492	46	18	5	34	50	15	371
SAOUHSC_02626	NC_007795.1	2414312	2414731	+	420	79	6	38	92	115	73	857
SAOUHSC_02627	NC_007795.1	2414839	2415741	-	903	413	54	119	245	308	57	932
SAOUHSC_02628	NC_007795.1	2415967	2416605	+	639	59	51	48	56	48	19	259
SAOUHSC_02629	NC_007795.1	2416851	2418782	-	1932	10	0	66	2	38	6	158
SAOUHSC_02630	NC_007795.1	2418795	2419442	-	648	2	0	81	8	7	0	27
SAOUHSC_02631	NC_007795.1	2419563	2420114	+	552	1	0	6	0	4	6	0
SAOUHSC_02634	NC_007795.1	2421661	2421789	-	129	2	0	0	0	0	0	0
SAOUHSC_02635	NC_007795.1	2421820	2423202	-	1383	23	16	18	7	5	7	28
SAOUHSC_02638	NC_007795.1	2424092	2425060	+	969	235	9	11	43	115	26	56
SAOUHSC_02640	NC_007795.1	2426131	2426796	-	666	2116	156	16	517	835	252	619
SAOUHSC_02641	NC_007795.1	2426796	2427851	-	1056	132	112	52	94	116	36	1774
SAOUHSC_02643	NC_007795.1	2427987	2428661	+	675	39	28	13	39	15	7	52
SAOUHSC_02644	NC_007795.1	2428654	2430027	+	1374	40	13	40	20	15	36	136
SAOUHSC_02645	NC_007795.1	2430190	2430633	+	444	0	0	0	1	0	0	0
SAOUHSC_02646	NC_007795.1	2430630	2431085	+	456	16	1	1	7	3	3	8
SAOUHSC_02647	NC_007795.1	2431151	2432629	-	1479	2402	445	926	1772	1596	1208	3502
SAOUHSC_02648	NC_007795.1	2433010	2434608	-	1599	578	468	1830	417	686	326	3640
SAOUHSC_02649	NC_007795.1	2434925	2436598	+	1674	460	59	254	172	254	253	1530
SAOUHSC_02650	NC_007795.1	2436751	2437380	-	630	205	15	9	36	40	38	212
SAOUHSC_02651	NC_007795.1	2437694	2438209	-	516	1	15	108	2	6	0	3
SAOUHSC_02652	NC_007795.1	2438502	2439404	+	903	161	59	261	157	191	60	352
SAOUHSC_02653	NC_007795.1	2439450	2439785	-	336	6	21	0	36	37	0	59
SAOUHSC_02654	NC_007795.1	2439887	2440921	-	1035	23	36	417	58	84	14	145
SAOUHSC_02655	NC_007795.1	2440932	2441048	-	117	0	0	0	0	0	1	0
SAOUHSC_02656	NC_007795.1	2441153	2441584	-	432	0	2	24	6	0	0	0
SAOUHSC_02657	NC_007795.1	2441636	2441728	+	93	0	0	0	0	0	0	0
SAOUHSC_02658	NC_007795.1	2441791	2443068	-	1278	0	0	0	0	6	0	20
SAOUHSC_02659	NC_007795.1	2443229	2443852	+	624	6	26	63	10	29	30	111
SAOUHSC_02660	NC_007795.1	2443898	2444842	+	945	12	4	12	31	1	6	49
SAOUHSC_02661	NC_007795.1	2444928	2446178	-	1251	93	29	18	74	26	16	246
SAOUHSC_02662	NC_007795.1	2446156	2446371	-	216	3	0	0	0	0	1	2
SAOUHSC_02663	NC_007795.1	2446555	2446938	+	384	1	0	16	0	0	2	0
SAOUHSC_02664	NC_007795.1	2448426	2450531	+	2106	136	174	238	38	82	180	146
SAOUHSC_02665	NC_007795.1	2450602	2451024	+	423	62	12	78	24	81	38	142
SAOUHSC_02666	NC_007795.1	2451289	2451645	+	357	0	0	0	0	0	0	0
SAOUHSC_02667	NC_007795.1	2452049	2453326	-	1278	655	224	442	319	402	206	712
SAOUHSC_02668	NC_007795.1	2453508	2453873	-	366	0	0	1	0	0	0	4
SAOUHSC_02669	NC_007795.1	2454271	2454717	+	447	12	10	8	4	10	0	100
SAOUHSC_02670	NC_007795.1	2454933	2455361	+	429	6	6	18	0	9	6	62
SAOUHSC_02671	NC_007795.1	2455468	2456637	-	1170	24	0	32	8	4	4	110
SAOUHSC_02674	NC_007795.1	2457900	2458640	+	741	0	2	0	3	0	4	6
SAOUHSC_02675	NC_007795.1	2458898	2459500	-	603	76	0	6	17	30	40	74
SAOUHSC_02676	NC_007795.1	2459574	2460608	-	1035	216	30	19	42	91	88	244
SAOUHSC_02677	NC_007795.1	2460632	2461084	-	453	94	33	64	11	63	31	99
SAOUHSC_02678	NC_007795.1	2461104	2461781	-	678	2	18	1	5	21	2	49
SAOUHSC_02679	NC_007795.1	2461774	2462364	-	591	6	8	34	4	2	0	14
SAOUHSC_02680	NC_007795.1	2462342	2463787	-	1446	87	12	53	51	27	38	157
SAOUHSC_02681	NC_007795.1	2463891	2467580	-	3690	128	30	36	187	76	22	371
SAOUHSC_02682	NC_007795.1	2467889	2468866	-	978	28	6	0	16	14	3	168
SAOUHSC_02683	NC_007795.1	2468857	2469171	-	315	8	0	0	1	1	0	2
SAOUHSC_02684	NC_007795.1	2469175	2471580	-	2406	46	1	43	39	11	30	65
SAOUHSC_02685	NC_007795.1	2471646	2472377	-	732	5	1	0	2	5	8	5
SAOUHSC_02686	NC_007795.1	2472607	2473143	-	537	1	0	0	0	0	0	0
SAOUHSC_02687	NC_007795.1	2473376	2474200	-	825	108	16	0	4	2	8	1
SAOUHSC_02688	NC_007795.1	2474417	2474599	-	183	9	0	0	4	0	0	4
SAOUHSC_02689	NC_007795.1	2474683	2475150	-	468	5	22	0	0	2	4	9
SAOUHSC_02690	NC_007795.1	2475336	2476886	-	1551	6	2	18	0	4	2	4
SAOUHSC_02691	NC_007795.1	2477181	2477447	-	267	0	0	0	0	24	0	0
SAOUHSC_02692	NC_007795.1	2477447	2477698	-	252	1	0	0	0	0	0	0
SAOUHSC_02693	NC_007795.1	2477863	2477964	-	102	0	0	0	0	0	0	0
SAOUHSC_02694	NC_007795.1	2477971	2478570	-	600	36	0	89	19	57	26	76
SAOUHSC_02695	NC_007795.1	2478589	2478939	-	351	15	4	16	16	41	14	15
SAOUHSC_02696	NC_007795.1	2479206	2480456	+	1251	22	10	26	4	6	12	94
SAOUHSC_02697	NC_007795.1	2480553	2481284	-	732	763	134	11	492	697	484	853
SAOUHSC_02698	NC_007795.1	2481281	2482000	-	720	469	87	19	678	682	320	1337
SAOUHSC_02699	NC_007795.1	2481981	2482760	-	780	49	27	59	51	40	20	179
SAOUHSC_02700	NC_007795.1	2482881	2484239	-	1359	115	16	117	156	83	104	145
SAOUHSC_02701	NC_007795.1	2484250	2484393	-	144	4	0	7	3	4	1	0
SAOUHSC_02702	NC_007795.1	2484494	2484598	+	105	2	0	0	4	8	2	0
SAOUHSC_02703	NC_007795.1	2484752	2485438	-	687	27	12	14	9	17	11	64
SAOUHSC_02704	NC_007795.1	2485765	2486631	-	867	18	2	34	2	6	3	171
SAOUHSC_02705	NC_007795.1	2487184	2487288	-	105	0	0	5	0	0	0	0
SAOUHSC_02706	NC_007795.1	2487383	2488693	+	1311	18	0	15	1	2	9	213
SAOUHSC_02708	NC_007795.1	2489229	2490158	+	930	23	14	40	42	43	52	452
SAOUHSC_02709	NC_007795.1	2490726	2491673	+	948	6	0	67	22	2	73	66
SAOUHSC_02710	NC_007795.1	2491675	2492652	+	978	52	12	60	35	30	186	98
SAOUHSC_02711	NC_007795.1	2492704	2493171	-	468	0	0	0	0	2	2	0
SAOUHSC_02712	NC_007795.1	2493182	2493874	-	693	0	0	5	0	8	3	4
SAOUHSC_02713	NC_007795.1	2493885	2495000	-	1116	15	4	129	13	17	14	20
SAOUHSC_02714	NC_007795.1	2494978	2495985	-	1008	2	0	14	2	4	2	11
SAOUHSC_02715	NC_007795.1	2495987	2497345	-	1359	4	2	66	1	4	9	19
SAOUHSC_02716	NC_007795.1	2497323	2498009	-	687	0	4	6	6	0	0	23
SAOUHSC_A02577	NC_007795.1	2498063	2498230	-	168	1	0	2	0	1	1	0
SAOUHSC_02717	NC_007795.1	2498230	2498373	-	144	0	0	0	0	0	0	0
SAOUHSC_02718	NC_007795.1	2498461	2500194	-	1734	0	0	0	8	0	0	3
SAOUHSC_02719	NC_007795.1	2500219	2501982	-	1764	0	0	0	2	0	0	3
SAOUHSC_02720	NC_007795.1	2502476	2502583	-	108	0	0	0	0	0	0	0
SAOUHSC_02721	NC_007795.1	2502610	2502717	-	108	18	0	0	32	8	6	8
SAOUHSC_02722	NC_007795.1	2502851	2503237	-	387	12	14	8	14	12	44	0
SAOUHSC_02723	NC_007795.1	2503505	2504647	+	1143	2350	405	460	963	678	478	2126
SAOUHSC_02724	NC_007795.1	2504707	2505366	+	660	572	241	65	235	200	160	771
SAOUHSC_02725	NC_007795.1	2505548	2506759	+	1212	448	101	152	196	322	105	684
SAOUHSC_02726	NC_007795.1	2506882	2507355	-	474	0	0	0	0	2	0	0
SAOUHSC_02727	NC_007795.1	2507555	2508124	+	570	155	14	32	78	100	51	240
SAOUHSC_02728	NC_007795.1	2508187	2508993	-	807	52	0	0	0	20	6	36
SAOUHSC_02729	NC_007795.1	2509280	2510689	+	1410	845	192	262	320	562	444	936
SAOUHSC_02731	NC_007795.1	2510827	2512905	+	2079	63	14	113	25	56	23	128
SAOUHSC_02732	NC_007795.1	2512984	2513085	-	102	0	0	0	0	0	0	0
SAOUHSC_02733	NC_007795.1	2513045	2514874	-	1830	95	12	32	47	78	32	387
SAOUHSC_02734	NC_007795.1	2514968	2515072	-	105	1	0	2	0	0	0	0
SAOUHSC_02736	NC_007795.1	2515106	2516602	+	1497	62	44	46	37	36	48	102
SAOUHSC_02737	NC_007795.1	2516694	2517545	-	852	52	14	50	33	130	4	94
SAOUHSC_02739	NC_007795.1	2517867	2518802	-	936	25	6	18	11	14	7	43
SAOUHSC_02740	NC_007795.1	2519028	2520428	-	1401	129	28	110	36	73	40	224
SAOUHSC_02741	NC_007795.1	2520722	2521417	-	696	233	239	67	1391	1174	748	4676
SAOUHSC_02742	NC_007795.1	2521417	2522358	-	942	567	172	285	374	391	354	1308
SAOUHSC_02743	NC_007795.1	2522375	2523010	-	636	554	257	292	436	508	446	1779
SAOUHSC_02744	NC_007795.1	2523007	2524233	-	1227	142	59	22	19	96	70	351
SAOUHSC_02745	NC_007795.1	2524560	2524679	-	120	0	0	0	0	0	0	0
SAOUHSC_02746	NC_007795.1	2524759	2524899	-	141	0	0	0	0	0	0	2
SAOUHSC_02747	NC_007795.1	2524903	2525502	-	600	3	0	0	0	1	0	7
SAOUHSC_02750	NC_007795.1	2525682	2527319	+	1638	237	28	23	95	133	108	190
SAOUHSC_02751	NC_007795.1	2527927	2529279	+	1353	572	371	233	801	1203	749	322
SAOUHSC_02752	NC_007795.1	2529341	2530468	-	1128	171	67	66	363	356	124	271
SAOUHSC_02753	NC_007795.1	2530924	2531700	-	777	1266	506	120	2120	1380	222	137
SAOUHSC_02754	NC_007795.1	2531693	2532355	-	663	16	2	0	0	10	0	4
SAOUHSC_02755	NC_007795.1	2532603	2533679	-	1077	68	20	2	62	124	40	108
SAOUHSC_02756	NC_007795.1	2534034	2534300	-	267	0	35	0	24	50	0	28
SAOUHSC_02757	NC_007795.1	2534300	2534557	-	258	0	19	0	14	16	0	15
SAOUHSC_02759	NC_007795.1	2534916	2535371	+	456	0	0	0	0	4	0	0
SAOUHSC_02760	NC_007795.1	2535539	2537116	-	1578	130	31	228	92	102	115	155
SAOUHSC_02761	NC_007795.1	2537311	2538060	+	750	2	0	6	1	0	2	18
SAOUHSC_02762	NC_007795.1	2538284	2539477	-	1194	33	8	20	53	64	32	98
SAOUHSC_02763	NC_007795.1	2539489	2540238	-	750	0	0	4	2	8	0	24
SAOUHSC_02764	NC_007795.1	2540231	2541046	-	816	1	1	0	7	8	2	12
SAOUHSC_02765	NC_007795.1	2541043	2541912	-	870	6	0	20	22	4	12	26
SAOUHSC_02766	NC_007795.1	2541909	2542844	-	936	30	0	53	49	15	34	43
SAOUHSC_02767	NC_007795.1	2542857	2544455	-	1599	36	0	44	10	8	25	95
SAOUHSC_02768	NC_007795.1	2544598	2545812	-	1215	0	0	6	6	0	4	4
SAOUHSC_02769	NC_007795.1	2545892	2546710	-	819	0	0	0	0	0	2	12
SAOUHSC_02770	NC_007795.1	2546721	2547542	-	822	2	6	3	8	3	0	6
SAOUHSC_02771	NC_007795.1	2548409	2548774	-	366	11	0	0	0	1	7	0
SAOUHSC_02772	NC_007795.1	2549037	2549756	-	720	81	2	0	8	20	0	0
SAOUHSC_02773	NC_007795.1	2550088	2551626	+	1539	1157	47	134	261	247	141	428
SAOUHSC_02774	NC_007795.1	2551738	2552160	-	423	249	30	18	114	177	85	6
SAOUHSC_02775	NC_007795.1	2552612	2553031	-	420	9	0	0	0	0	3	0
SAOUHSC_02776	NC_007795.1	2553049	2553468	-	420	0	0	1	0	0	3	0
SAOUHSC_02777	NC_007795.1	2553735	2554157	-	423	0	0	0	0	0	90	0
SAOUHSC_02778	NC_007795.1	2554408	2555103	-	696	1105	6	83	74	38	267	134
SAOUHSC_02779	NC_007795.1	2555392	2555673	+	282	4	1	0	1	7	4	8
SAOUHSC_02780	NC_007795.1	2555609	2555794	+	186	4	0	0	4	5	4	7
SAOUHSC_02781	NC_007795.1	2555933	2556124	-	192	140	80	342	262	75	64	704
SAOUHSC_02782	NC_007795.1	2556559	2556681	+	123	6	0	18	0	2	0	0
SAOUHSC_02783	NC_007795.1	2556685	2557479	-	795	0	0	0	0	0	0	1
SAOUHSC_02784	NC_007795.1	2558015	2558302	-	288	0	0	0	0	1	0	5
SAOUHSC_02785	NC_007795.1	2558305	2558631	-	327	0	0	0	0	2	0	8
SAOUHSC_02788	NC_007795.1	2559952	2560737	-	786	0	0	0	2	0	2	5
SAOUHSC_02789	NC_007795.1	2560849	2561550	-	702	0	3	1	0	0	0	2
SAOUHSC_02790	NC_007795.1	2561928	2564789	-	2862	17	4	1	4	39	29	1
SAOUHSC_02791	NC_007795.1	2564791	2565183	-	393	17	0	0	0	3	6	0
SAOUHSC_02793	NC_007795.1	2565300	2567108	+	1809	15	3	18	23	26	25	56
SAOUHSC_02794	NC_007795.1	2567392	2567658	+	267	0	0	0	1	0	2	14
SAOUHSC_02795	NC_007795.1	2567802	2568110	+	309	2	0	0	0	0	1	29
SAOUHSC_02796	NC_007795.1	2568218	2568451	-	234	0	0	0	0	0	2	2
SAOUHSC_02797	NC_007795.1	2568432	2569625	-	1194	2	2	1	8	21	31	2
SAOUHSC_02798	NC_007795.1	2570009	2574892	-	4884	3	6	3	5	14	2	15
SAOUHSC_02799	NC_007795.1	2575197	2575517	-	321	1	1	0	0	0	0	0
SAOUHSC_02800	NC_007795.1	2575879	2576622	+	744	0	0	0	0	0	0	0
SAOUHSC_02801	NC_007795.1	2576833	2577615	-	783	44	0	3	0	0	24	27
SAOUHSC_02802	NC_007795.1	2577879	2580632	-	2754	9	4	6	2	7	23	7
SAOUHSC_02803	NC_007795.1	2581383	2584355	-	2973	27	8	46	24	46	8	5
SAOUHSC_02804	NC_007795.1	2584423	2584524	-	102	0	0	0	0	0	0	0
SAOUHSC_02805	NC_007795.1	2584573	2584875	-	303	0	1	1	1	0	0	0
SAOUHSC_02806	NC_007795.1	2584907	2586265	-	1359	434	40	228	178	116	168	1670
SAOUHSC_02808	NC_007795.1	2586382	2587935	-	1554	87	0	15	28	23	24	272
SAOUHSC_02809	NC_007795.1	2587959	2588639	-	681	1	0	0	0	0	2	10
SAOUHSC_02810	NC_007795.1	2588793	2589557	-	765	294	86	132	196	112	148	480
SAOUHSC_02811	NC_007795.1	2589722	2590414	-	693	0	8	5	5	8	57	22
SAOUHSC_02812	NC_007795.1	2590645	2591061	-	417	1	0	2	0	0	14	10
SAOUHSC_02815	NC_007795.1	2593502	2594779	-	1278	388	89	222	234	276	226	2047
SAOUHSC_02816	NC_007795.1	2595326	2595937	+	612	202	42	336	62	136	84	78
SAOUHSC_02817	NC_007795.1	2595946	2596044	-	99	2	1	24	0	1	1	5
SAOUHSC_02818	NC_007795.1	2596034	2597197	-	1164	27	22	46	36	21	33	29
SAOUHSC_02819	NC_007795.1	2597190	2597648	-	459	0	0	0	0	0	0	3
SAOUHSC_02820	NC_007795.1	2598082	2598777	+	696	2	0	6	0	6	10	242
SAOUHSC_02821	NC_007795.1	2598779	2599549	+	771	0	8	6	1	4	0	79
SAOUHSC_02822	NC_007795.1	2599922	2601886	+	1965	249	57	385	191	153	433	1102
SAOUHSC_02823	NC_007795.1	2602404	2603309	+	906	277	76	743	90	185	166	960
SAOUHSC_02824	NC_007795.1	2603414	2604007	-	594	9	0	13	6	3	1	22
SAOUHSC_02825	NC_007795.1	2604029	2604901	-	873	2	0	12	4	1	8	3
SAOUHSC_02826	NC_007795.1	2605075	2605509	-	435	0	0	0	0	5	4	1
SAOUHSC_02827	NC_007795.1	2605736	2606020	+	285	0	0	0	0	3	1	0
SAOUHSC_02828	NC_007795.1	2606191	2606997	+	807	628	132	42	264	745	175	5270
SAOUHSC_02829	NC_007795.1	2607117	2607788	-	672	1875	295	179	672	1084	440	1266
SAOUHSC_02830	NC_007795.1	2608103	2609050	+	948	259	42	72	22	22	24	307
SAOUHSC_02831	NC_007795.1	2609299	2610099	-	801	0	0	4	0	0	12	8
SAOUHSC_02832	NC_007795.1	2610420	2611055	+	636	0	0	2	0	0	3	0
SAOUHSC_02833	NC_007795.1	2611061	2611792	+	732	0	0	0	0	1	2	0
SAOUHSC_02834	NC_007795.1	2611952	2612572	-	621	2	0	0	0	1	6	19
SAOUHSC_02836	NC_007795.1	2612766	2613257	+	492	112	0	0	7	15	5	79
SAOUHSC_02837	NC_007795.1	2613695	2613865	-	171	1	0	0	0	2	14	0
SAOUHSC_02838	NC_007795.1	2613927	2614025	-	99	1	0	0	0	0	0	0
SAOUHSC_02839	NC_007795.1	2614044	2614943	-	900	203	24	15	90	63	42	113
SAOUHSC_02840	NC_007795.1	2614957	2615637	-	681	25	0	4	20	11	9	3
SAOUHSC_02841	NC_007795.1	2615640	2616635	-	996	210	4	47	112	64	30	53
SAOUHSC_02842	NC_007795.1	2617234	2617437	+	204	0	0	0	0	4	0	0
SAOUHSC_02843	NC_007795.1	2617620	2618555	+	936	13	4	24	10	20	30	8
SAOUHSC_02844	NC_007795.1	2618637	2619605	-	969	240	19	14	70	231	81	241
SAOUHSC_02845	NC_007795.1	2619738	2620082	-	345	95	19	80	14	38	20	91
SAOUHSC_02846	NC_007795.1	2620124	2620534	-	411	25	4	6	2	10	3	15
SAOUHSC_02848	NC_007795.1	2620914	2622980	-	2067	4291	2152	312	4026	3842	5827	4471
SAOUHSC_02849	NC_007795.1	2623281	2625020	-	1740	8264	1004	1884	4197	2760	2624	1919
SAOUHSC_02850	NC_007795.1	2625067	2625756	-	690	1804	524	458	1494	1138	818	907
SAOUHSC_02851	NC_007795.1	2625749	2626144	-	396	0	2	1	0	0	0	4
SAOUHSC_02852	NC_007795.1	2626357	2627184	-	828	8	0	0	14	6	4	0
SAOUHSC_02853	NC_007795.1	2627402	2627620	+	219	77	24	123	32	198	14	83
SAOUHSC_02855	NC_007795.1	2628010	2628441	+	432	8	2	4	12	4	20	24
SAOUHSC_02856	NC_007795.1	2628706	2628810	-	105	0	0	0	0	0	0	0
SAOUHSC_02857	NC_007795.1	2628973	2629107	-	135	0	0	0	0	3	0	0
SAOUHSC_02858	NC_007795.1	2629201	2629458	-	258	0	0	0	0	0	0	0
SAOUHSC_02859	NC_007795.1	2630037	2631314	-	1278	262	24	0	36	53	32	106
SAOUHSC_02860	NC_007795.1	2631568	2632734	+	1167	452	60	144	221	225	184	352
SAOUHSC_02861	NC_007795.1	2632904	2633425	-	522	40	1	7	9	2	0	26
SAOUHSC_02862	NC_007795.1	2633834	2635939	+	2106	3541	401	308	1706	1747	158	6
SAOUHSC_02863	NC_007795.1	2636008	2636178	-	171	0	0	0	0	0	7	0
SAOUHSC_02864	NC_007795.1	2636191	2638185	-	1995	6	0	12	0	2	86	4
SAOUHSC_02865	NC_007795.1	2638197	2638424	-	228	0	0	0	0	0	0	0
SAOUHSC_02866	NC_007795.1	2638640	2641108	-	2469	16	1	14	21	21	23	35
SAOUHSC_02867	NC_007795.1	2641274	2641822	+	549	8	4	1	4	11	21	1
SAOUHSC_02868	NC_007795.1	2641899	2642066	-	168	19	0	0	2	1	2	0
SAOUHSC_02869	NC_007795.1	2642178	2643722	-	1545	2256	258	898	984	852	626	2167
SAOUHSC_02871	NC_007795.1	2643912	2644511	-	600	7	11	5	20	22	18	4
SAOUHSC_02872	NC_007795.1	2644750	2644941	+	192	118	60	8	0	2	6	146
SAOUHSC_02873	NC_007795.1	2645181	2647589	+	2409	6251	2092	2500	5363	4803	1820	20922
SAOUHSC_02874	NC_007795.1	2647869	2648075	+	207	31	8	0	20	28	10	1498
SAOUHSC_02875	NC_007795.1	2648165	2649163	-	999	42	22	51	19	18	8	353
SAOUHSC_02876	NC_007795.1	2649186	2650340	-	1155	182	8	93	215	126	54	209
SAOUHSC_02877	NC_007795.1	2650767	2652275	-	1509	996	230	200	658	540	829	286
SAOUHSC_02879	NC_007795.1	2652287	2653150	-	864	118	66	44	64	48	118	54
SAOUHSC_02880	NC_007795.1	2653187	2654314	-	1128	1069	199	82	592	450	483	142
SAOUHSC_02881	NC_007795.1	2654320	2655813	-	1494	349	68	12	237	192	198	191
SAOUHSC_02882	NC_007795.1	2655806	2656294	-	489	24	0	0	5	0	5	3
SAOUHSC_02883	NC_007795.1	2656469	2657236	-	768	25	6	20	11	18	23	135
SAOUHSC_02885	NC_007795.1	2657597	2659408	-	1812	15	6	11	34	1	4	167
SAOUHSC_02886	NC_007795.1	2659920	2660408	-	489	0	0	1	10	0	1	0
SAOUHSC_02887	NC_007795.1	2660684	2661385	-	702	1491	86	252	4810	1950	615	4112
SAOUHSC_02888	NC_007795.1	2661993	2663048	-	1056	6	0	27	1	6	1	22
SAOUHSC_02889	NC_007795.1	2663175	2663303	-	129	1	2	18	4	0	4	0
SAOUHSC_02890	NC_007795.1	2663260	2663397	+	138	1	2	20	4	0	4	0
SAOUHSC_02891	NC_007795.1	2663458	2664027	+	570	5	0	8	18	6	12	9
SAOUHSC_02892	NC_007795.1	2664225	2664725	+	501	74	184	13	159	393	149	200
SAOUHSC_02893	NC_007795.1	2664945	2665175	+	231	21	13	14	19	11	16	15
SAOUHSC_02894	NC_007795.1	2665325	2665702	-	378	18	9	68	3	6	10	3
SAOUHSC_02895	NC_007795.1	2665719	2666540	-	822	55	21	168	36	28	44	72
SAOUHSC_02896	NC_007795.1	2666560	2666859	-	300	0	0	0	2	0	0	0
SAOUHSC_02897	NC_007795.1	2666990	2667547	+	558	20	0	22	2	18	26	3
SAOUHSC_02898	NC_007795.1	2667540	2668244	+	705	60	0	28	28	20	91	84
SAOUHSC_02899	NC_007795.1	2668342	2669352	+	1011	440	55	168	144	167	184	114
SAOUHSC_02900	NC_007795.1	2669372	2670202	+	831	554	46	52	347	574	92	144
SAOUHSC_02901	NC_007795.1	2670349	2671239	-	891	48	39	10	6	31	37	117
SAOUHSC_02904	NC_007795.1	2672670	2673776	-	1107	15	0	0	2	8	0	49
SAOUHSC_02905	NC_007795.1	2674110	2674406	-	297	0	0	1	0	1	2	0
SAOUHSC_02906	NC_007795.1	2674394	2674762	-	369	0	0	0	0	1	0	0
SAOUHSC_02907	NC_007795.1	2674777	2675055	-	279	0	0	0	0	0	0	0
SAOUHSC_02908	NC_007795.1	2675397	2676263	-	867	45	0	2	2	4	8	178
SAOUHSC_02909	NC_007795.1	2676481	2677545	+	1065	146	23	58	55	93	108	202
SAOUHSC_02910	NC_007795.1	2677700	2677975	+	276	5	0	0	0	12	3	13
SAOUHSC_02911	NC_007795.1	2678161	2678883	-	723	6	0	0	0	0	0	5
SAOUHSC_02912	NC_007795.1	2679237	2679686	+	450	208	0	87	113	80	89	636
SAOUHSC_02913	NC_007795.1	2679767	2680354	-	588	27	16	65	44	26	71	103
SAOUHSC_02914	NC_007795.1	2680332	2680430	-	99	0	7	19	9	0	14	9
SAOUHSC_02915	NC_007795.1	2680487	2682169	+	1683	140	80	97	96	150	113	411
SAOUHSC_02916	NC_007795.1	2682298	2682669	-	372	0	0	0	0	0	0	0
SAOUHSC_02918	NC_007795.1	2682683	2683534	-	852	176	20	79	46	113	85	81
SAOUHSC_02919	NC_007795.1	2683527	2684318	-	792	80	3	29	24	68	36	53
SAOUHSC_02920	NC_007795.1	2684418	2685278	+	861	38	11	8	75	89	112	96
SAOUHSC_02921	NC_007795.1	2685364	2686068	-	705	2	4	26	11	2	0	30
SAOUHSC_02922	NC_007795.1	2686346	2687305	-	960	172	0	49	36	2	30	180
SAOUHSC_02923	NC_007795.1	2687992	2689440	+	1449	884	77	455	228	718	530	1128
SAOUHSC_02924	NC_007795.1	2689521	2690858	-	1338	70	20	64	24	54	6	205
SAOUHSC_02925	NC_007795.1	2691116	2691532	+	417	4	4	14	0	16	11	0
SAOUHSC_02926	NC_007795.1	2691655	2692545	+	891	696	36	338	432	292	377	1652
SAOUHSC_02927	NC_007795.1	2692738	2694234	-	1497	1960	454	1349	2488	1310	1034	9204
SAOUHSC_02928	NC_007795.1	2694530	2694859	+	330	1	0	0	3	2	16	49
SAOUHSC_02929	NC_007795.1	2694919	2696517	-	1599	1132	326	182	160	510	522	2116
SAOUHSC_02930	NC_007795.1	2696711	2697154	-	444	32	14	3	5	7	26	173
SAOUHSC_02931	NC_007795.1	2697435	2697647	-	213	0	0	0	2	0	0	0
SAOUHSC_02932	NC_007795.1	2697925	2699634	-	1710	19	7	3	51	24	5	97
SAOUHSC_02933	NC_007795.1	2699895	2701385	-	1491	11	0	20	24	10	10	47
